Date,Open,High,Low,Close,Adj Close,Volume
2022-02-24,389.000000,394.850006,372.899994,374.149994,373.546906,2949622
2022-02-25,379.700012,395.799988,378.399994,394.549988,393.914032,1945989
2022-02-28,394.899994,394.899994,347.000000,348.850006,348.287689,15809887
2022-03-02,350.000000,353.450012,343.049988,344.850006,344.294159,13122596
2022-03-03,350.450012,351.500000,337.600006,340.049988,339.501862,5683175
2022-03-04,340.000000,340.950012,327.000000,328.200012,327.670990,4510173
2022-03-07,326.000000,332.000000,319.100006,330.000000,329.468079,3343221
2022-03-08,330.000000,338.500000,325.000000,334.450012,333.910919,6020844
2022-03-09,337.850006,339.200012,332.649994,337.799988,337.255493,3009188
2022-03-10,344.000000,344.000000,331.500000,333.200012,332.662933,5133631
2022-03-11,333.000000,335.250000,328.000000,331.950012,331.414948,4955659
2022-03-14,331.950012,334.299988,324.649994,328.700012,328.170197,2757846
2022-03-15,331.250000,336.950012,325.700012,327.450012,326.922211,4762960
2022-03-16,330.600006,330.850006,327.500000,329.200012,328.669373,1461561
2022-03-17,332.000000,332.700012,330.000000,331.450012,330.915741,3561872
2022-03-21,332.000000,335.600006,328.799988,329.799988,329.268402,1872846
2022-03-22,331.000000,335.649994,328.700012,334.700012,334.160522,1558965
2022-03-23,336.000000,341.899994,335.700012,337.200012,336.656494,2868421
2022-03-24,337.000000,343.250000,335.200012,342.299988,341.748230,1779377
2022-03-25,343.549988,350.899994,342.000000,348.899994,348.337616,4089702
2022-03-28,349.950012,351.899994,339.549988,345.700012,345.142792,3149400
2022-03-29,347.100006,349.250000,342.000000,343.450012,342.896423,1145170
2022-03-30,345.850006,347.600006,340.000000,341.549988,340.999451,2474161
2022-03-31,343.000000,343.899994,334.450012,335.600006,335.059052,2009138
2022-04-01,339.000000,343.000000,335.399994,341.899994,341.348877,2395845
2022-04-04,344.200012,348.000000,341.750000,346.450012,345.891571,1627838
2022-04-05,347.950012,350.000000,345.299988,347.299988,346.740173,983530
2022-04-06,346.000000,352.600006,346.000000,350.299988,349.735352,1959648
2022-04-07,352.000000,355.899994,348.350006,353.350006,352.780457,3929845
2022-04-08,354.549988,357.799988,353.000000,355.000000,354.427765,1524533
2022-04-11,355.000000,361.750000,349.799988,351.350006,350.783661,3390421
2022-04-12,350.649994,354.600006,342.299988,349.149994,348.587189,2291502
2022-04-13,349.950012,354.799988,348.500000,350.700012,350.134735,855439
2022-04-18,347.799988,350.600006,338.399994,343.200012,342.646820,2986116
2022-04-19,344.000000,348.450012,333.000000,337.950012,337.405273,2438919
2022-04-20,342.000000,353.799988,337.299988,352.549988,351.981720,3702037
2022-04-21,352.600006,375.000000,348.600006,373.950012,373.347260,8965603
2022-04-22,373.899994,384.850006,368.149994,375.549988,374.944641,7481010
2022-04-25,371.799988,383.350006,371.100006,380.850006,380.236115,4861868
2022-04-26,384.899994,388.000000,376.750000,380.049988,379.437378,4954362
2022-04-27,379.899994,383.899994,372.000000,381.950012,381.334351,2724204
2022-04-28,385.000000,385.000000,375.250000,376.750000,376.142731,1707353
2022-04-29,377.000000,381.700012,367.000000,368.450012,367.856110,3420515
2022-05-02,364.950012,377.549988,363.299988,372.799988,372.199066,3155507
2022-05-04,373.000000,376.899994,364.500000,367.049988,366.458344,2138364
2022-05-05,370.000000,370.000000,360.799988,362.100006,361.516327,840435
2022-05-06,358.100006,361.700012,347.100006,348.000000,347.439056,1273996
2022-05-09,340.200012,349.899994,337.000000,338.549988,338.004272,1321944
2022-05-10,338.549988,343.399994,328.100006,330.799988,330.266785,1277055
2022-05-11,332.799988,336.200012,327.049988,334.250000,333.711212,1135305
2022-05-12,333.399994,334.000000,324.600006,327.950012,327.421387,716609
2022-05-13,330.000000,335.549988,323.500000,326.149994,325.624268,691415
2022-05-16,326.149994,326.850006,317.049988,319.899994,319.384338,1437402
2022-05-17,322.649994,332.000000,320.250000,330.450012,329.917358,1061358
2022-05-18,332.500000,347.100006,332.000000,337.850006,337.305420,5155939
2022-05-19,334.000000,337.799988,321.549988,322.500000,321.980164,1342321
2022-05-20,327.049988,340.850006,325.750000,340.000000,339.451965,3683548
2022-05-23,342.049988,343.799988,336.350006,338.049988,337.505096,1242086
2022-05-24,339.000000,341.000000,328.000000,329.399994,328.869049,1142414
2022-05-25,330.000000,332.750000,322.799988,324.200012,323.677429,1231892
2022-05-26,325.000000,327.500000,321.000000,325.399994,324.875488,1800315
2022-05-27,327.500000,333.700012,327.100006,333.000000,332.463226,895936
2022-05-30,335.149994,340.100006,332.000000,334.049988,333.511536,1520296
2022-05-31,333.149994,339.500000,332.149994,334.100006,333.561462,3592613
2022-06-01,334.000000,335.700012,326.149994,327.700012,327.171783,1443964
2022-06-02,328.049988,329.500000,319.549988,322.899994,322.379517,4452479
2022-06-03,325.000000,327.000000,319.399994,320.299988,319.783691,1528233
2022-06-06,320.299988,321.000000,313.200012,318.700012,318.186310,1951463
2022-06-07,317.899994,319.850006,314.250000,316.750000,316.239441,1628890
2022-06-08,318.399994,321.200012,311.899994,320.549988,320.033295,1973109
2022-06-09,323.399994,338.549988,321.549988,337.149994,336.606537,8216222
2022-06-10,330.049988,344.000000,329.000000,339.000000,338.453583,4659316
2022-06-13,335.250000,338.799988,327.600006,331.049988,330.516357,1783868
2022-06-14,329.000000,333.450012,325.100006,326.450012,325.923798,1117224
2022-06-15,331.799988,331.799988,323.299988,325.500000,324.975342,1762878
2022-06-16,327.850006,329.399994,318.350006,321.750000,321.231384,1456444
2022-06-17,320.500000,321.000000,312.000000,314.100006,313.593719,1353964
2022-06-20,314.000000,317.899994,309.450012,316.100006,315.590485,1642311
2022-06-21,317.000000,326.500000,313.500000,325.000000,324.476135,1465141
2022-06-22,317.100006,324.100006,311.500000,314.000000,313.493866,2795435
2022-06-23,315.500000,328.700012,312.549988,326.649994,326.123474,3009496
2022-06-24,327.000000,340.000000,325.899994,326.950012,326.423004,4598920
2022-06-27,330.000000,332.250000,319.399994,319.950012,319.434296,2463482
2022-06-28,318.600006,319.250000,314.500000,315.950012,315.440735,2250561
2022-06-29,314.899994,315.149994,308.049988,310.200012,309.700012,2928101
2022-06-30,310.899994,313.000000,307.000000,308.399994,308.399994,2216979
2022-07-01,308.750000,312.000000,305.000000,311.549988,311.549988,1136834
2022-07-04,312.000000,314.399994,309.100006,311.299988,311.299988,876910
2022-07-05,312.000000,316.700012,311.600006,313.549988,313.549988,1233143
2022-07-06,316.799988,321.500000,314.000000,321.000000,321.000000,1838655
2022-07-07,322.000000,324.100006,318.500000,321.399994,321.399994,841241
2022-07-08,323.100006,324.549988,319.700012,322.799988,322.799988,628813
2022-07-11,322.500000,329.899994,319.250000,328.899994,328.899994,1048019
2022-07-12,328.200012,331.899994,323.899994,324.450012,324.450012,1244564
2022-07-13,326.000000,331.500000,323.750000,329.100006,329.100006,1056581
2022-07-14,331.000000,335.600006,327.799988,331.899994,331.899994,1831364
2022-07-15,333.000000,334.450012,330.049988,332.399994,332.399994,740797
2022-07-18,332.850006,335.200012,329.250000,332.450012,332.450012,693547
2022-07-19,332.299988,341.649994,327.649994,329.049988,329.049988,3775546
2022-07-20,331.000000,331.750000,324.500000,326.049988,326.049988,1825208
2022-07-21,327.000000,333.799988,324.950012,331.200012,331.200012,1968504
2022-07-22,330.250000,331.850006,326.100006,327.549988,327.549988,2378460
2022-07-25,327.000000,327.549988,320.700012,322.750000,322.750000,781225
2022-07-26,324.299988,324.450012,316.049988,318.250000,318.250000,1097083
2022-07-27,318.250000,324.299988,316.600006,323.299988,323.299988,1004738
2022-07-28,316.000000,316.000000,305.049988,306.750000,306.750000,8467901
2022-07-29,308.899994,309.600006,305.200012,307.200012,307.200012,4759094
2022-08-01,309.950012,310.549988,307.000000,309.200012,309.200012,1775428
2022-08-02,309.250000,312.100006,307.500000,311.100006,311.100006,1840725
2022-08-03,311.649994,311.950012,306.000000,308.399994,308.399994,1605452
2022-08-04,309.399994,314.649994,308.350006,314.000000,314.000000,2363017
2022-08-05,315.000000,316.350006,311.750000,313.299988,313.299988,1413210
2022-08-08,312.750000,315.500000,311.000000,313.700012,313.700012,1005221
2022-08-10,315.000000,316.799988,312.549988,313.450012,313.450012,941323
2022-08-11,315.899994,316.399994,314.000000,315.750000,315.750000,1098580
2022-08-12,314.000000,315.600006,310.549988,311.149994,311.149994,1477133
2022-08-16,312.950012,318.450012,311.250000,317.350006,317.350006,1424508
2022-08-17,319.000000,319.500000,316.149994,317.500000,317.500000,1205595
2022-08-18,317.899994,318.350006,313.000000,315.000000,315.000000,1262974
2022-08-19,315.000000,315.950012,307.600006,308.149994,308.149994,2301259
2022-08-22,308.149994,308.250000,303.000000,305.500000,305.500000,1994185
2022-08-23,305.299988,308.950012,303.899994,306.950012,306.950012,1233007
2022-08-24,306.649994,309.850006,305.500000,306.799988,306.799988,1296571
2022-08-25,307.000000,308.899994,306.000000,306.500000,306.500000,1189693
2022-08-26,307.000000,308.799988,305.549988,306.750000,306.750000,1074937
2022-08-29,304.000000,304.500000,298.549988,303.500000,303.500000,1948405
2022-08-30,306.500000,310.500000,305.299988,309.899994,309.899994,1608532
2022-09-01,301.000000,304.899994,297.549988,301.600006,301.600006,3239075
2022-09-02,302.500000,304.450012,294.100006,295.600006,295.600006,2893357
2022-09-05,295.600006,295.799988,290.649994,292.799988,292.799988,3619567
2022-09-06,296.000000,296.000000,290.200012,292.399994,292.399994,2326067
2022-09-07,292.700012,303.200012,291.700012,302.200012,302.200012,2690548
2022-09-08,304.700012,304.799988,298.850006,300.200012,300.200012,1457902
2022-09-09,301.549988,304.750000,300.250000,302.149994,302.149994,1116425
2022-09-12,303.000000,305.600006,302.549988,303.549988,303.549988,1445662
2022-09-13,304.200012,305.000000,302.350006,303.399994,303.399994,1230351
2022-09-14,301.000000,307.350006,300.049988,305.250000,305.250000,2500445
2022-09-15,305.549988,307.149994,297.049988,299.450012,299.450012,2340192
2022-09-16,300.399994,300.850006,290.000000,291.250000,291.250000,2749903
2022-09-19,292.750000,292.950012,286.100006,290.000000,290.000000,1319012
2022-09-20,291.950012,301.100006,290.299988,298.549988,298.549988,2482788
2022-09-21,297.450012,298.450012,289.000000,289.350006,289.350006,1423489
2022-09-22,290.000000,290.500000,285.500000,289.500000,289.500000,1145495
2022-09-23,289.500000,292.649994,282.950012,283.799988,283.799988,1747197
2022-09-26,283.799988,283.799988,275.350006,276.049988,276.049988,1352658
2022-09-27,277.450012,281.149994,273.500000,280.149994,280.149994,1411277
2022-09-28,279.799988,287.049988,277.500000,284.049988,284.049988,1977859
2022-09-29,285.500000,288.700012,284.250000,286.850006,286.850006,1541227
2022-09-30,286.850006,292.350006,285.850006,290.950012,290.950012,1858560
2022-10-03,290.950012,296.299988,286.000000,291.750000,291.750000,1655669
2022-10-04,293.000000,299.149994,293.000000,298.549988,298.549988,2244077
2022-10-06,298.500000,298.750000,290.500000,291.200012,291.200012,2959566
2022-10-07,290.000000,290.000000,281.799988,282.850006,282.850006,4811153
2022-10-10,279.500000,280.149994,276.100006,277.399994,277.399994,1970884
2022-10-11,276.000000,276.850006,268.049988,268.750000,268.750000,2615823
2022-10-12,269.500000,269.500000,262.250000,267.450012,267.450012,4144672
2022-10-13,268.500000,268.799988,261.250000,262.399994,262.399994,4126270
2022-10-14,265.100006,266.049988,260.700012,261.299988,261.299988,2411572
2022-10-17,261.899994,265.600006,258.250000,263.700012,263.700012,2632881
2022-10-18,265.049988,267.600006,264.450012,266.799988,266.799988,1152193
2022-10-19,267.799988,273.700012,265.000000,269.700012,269.700012,2359801
2022-10-20,268.200012,272.799988,267.350006,270.549988,270.549988,2421174
2022-10-21,271.500000,271.649994,266.500000,268.799988,268.799988,1080940
2022-10-24,270.500000,272.549988,268.299988,270.100006,270.100006,309236
2022-10-25,270.399994,273.799988,267.149994,272.000000,272.000000,1941410
2022-10-27,274.000000,277.200012,271.399994,276.250000,276.250000,1528784
2022-10-28,277.649994,277.649994,271.700012,272.600006,272.600006,634150
2022-10-31,274.000000,276.549988,269.200012,269.850006,269.850006,1369705
2022-11-01,270.950012,275.000000,269.600006,270.299988,270.299988,2436287
2022-11-02,271.700012,272.500000,267.899994,268.450012,268.450012,3665906
2022-11-03,267.799988,281.250000,267.200012,279.750000,279.750000,5298720
2022-11-04,280.799988,281.799988,273.149994,274.000000,274.000000,2171464
